"Hillnumber","Arearef","Alt_Area"
"40","M01C","0"
"41","M01C","0"
"42","M01C","0"
"43","M01C","0"
"44","M01C","0"
"45","M01C","0"
"46","M01C","0"
"47","M01C","0"
"48","M01C","0"
"49","M01C","0"
"50","M01C","0"
"51","M01C","0"
"52","M01C","0"
"53","M01C","0"
"54","M01C","0"
"55","M01C","0"
"56","M01C","0"
"57","M01C","0"
"58","M01C","0"
"59","M01C","0"
"60","M01C","0"
"61","M01C","0"
"62","M01C","0"
"63","M01C","0"
"64","M01C","0"
"65","M01D","0"
"66","M01D","0"
"67","M01D","0"
"68","M01D","0"
"69","M01D","0"
"70","M01D","0"
"71","M01D","0"
"72","M01D","0"
"73","M01D","0"
"74","M01D","0"
"75","M01D","0"
"76","M01D","0"
"77","M01D","0"
"78","M01D","0"
"461","C66","0"
"461","U152","0"
"496","C79","0"
"518","A64","0"
"518","C65","0"
"518","C69","0"
"518","U151","0"
"518","U168","0"
"79","M01D","0"
"80","M01D","0"
"81","M01D","0"
"82","M01D","0"
"83","M01D","0"
"84","M01D","0"
"85","M01D","0"
"86","M01D","0"
"87","M01D","0"
"88","M01D","0"
"89","M01D","0"
"90","M01D","0"
"91","M01D","0"
"92","M01D","0"
"93","M01E","0"
"94","M01E","0"
"95","M01E","0"
"96","M01E","0"
"97","M01E","0"
"98","M01E","0"
"99","M01E","0"
"100","M01E","0"
"101","M01E","0"
"102","M01E","0"
"103","M02A","0"
"104","M02A","0"
"105","M02A","0"
"106","M02A","0"
"107","M02A","0"
"108","M02A","0"
"109","M02A","0"
"110","M02A","0"
"111","M02A","0"
"112","M02A","0"
"113","M02A","0"
"114","M02A","0"
"115","M02A","0"
"116","M02A","0"
"117","M02A","0"
"118","M02A","0"
"119","M02A","0"
"120","M02A","0"
"121","M02A","0"
"122","M02A","0"
"123","M02A","0"
"124","M02A","0"
"125","M02A","0"
"126","M02A","0"
"127","M02A","0"
"128","M02A","0"
"129","M02A","0"
"130","M02A","0"
"131","M02A","0"
"132","M02A","0"
"133","M02A","0"
"134","M02A","0"
"135","M02A","0"
"136","M02A","0"
"610","C85","0"
"137","M02A","0"
"138","M02A","0"
"139","M02A","0"
"140","M02A","0"
"141","M02B","0"
"142","M02B","0"
"143","M02B","0"
"144","M02B","0"
"145","M02B","0"
"146","M02B","0"
"147","M02B","0"
"148","M02B","0"
"149","M02B","0"
"150","M02B","0"
"151","M02B","0"
"152","M02B","0"
"153","M02B","0"
"154","M02B","0"
"155","M02B","0"
"156","M02B","0"
"157","M02B","0"
"158","M02B","0"
"159","M02B","0"
"160","M02B","0"
"161","M02B","0"
"162","M02B","0"
"163","M02B","0"
"164","M02B","0"
"165","M02B","0"
"166","M02B","0"
"167","M02B","0"
"168","M02B","0"
"169","M02B","0"
"170","M02B","0"
"171","M02B","0"
"172","M02B","0"
"173","M02B","0"
"174","M02B","0"
"175","M02B","0"
"176","M02B","0"
"177","M02B","0"
"178","M03A","0"
"179","M03A","0"
"180","M03A","0"
"181","M03A","0"
"228","M03B","0"
"229","M03B","0"
"230","M03B","0"
"231","M03B","0"
"232","M03C","0"
"233","M03C","0"
"234","M03C","0"
"235","M03C","0"
"236","M03C","0"
"237","M03C","0"
"238","M03C","0"
"239","M03C","0"
"240","M03C","0"
"241","M03C","0"
"242","M03C","0"
"3119","M08B","0"
"803","C90","0"
"3120","M08A","0"
"3121","M08A","0"
"3122","M08B","0"
"3123","M08B","0"
"3124","M08B","0"
"3125","M09B","0"
"3126","M09B","0"
"3127","M09B","0"
"3128","M09B","0"
"3129","M09B","0"
"3130","M09B","0"
"3131","M09B","0"
"3132","M09B","0"
"3133","M09B","0"
"3134","M09B","0"
"3135","M09B","0"
"243","M03C","0"
"244","M03C","0"
"245","M03C","0"
"246","M03C","0"
"247","M03C","0"
"248","M03C","0"
"249","M03C","0"
"250","M03C","0"
"251","M03C","0"
"252","M03C","0"
"253","M03C","0"
"254","M03C","0"
"255","M03C","0"
"256","M03C","0"
"257","M03C","0"
"258","M03C","0"
"259","M03C","0"
"260","M03C","0"
"261","M03C","0"
"262","M03C","0"
"263","M03C","0"
"264","M03C","0"
"265","M03C","0"
"266","M03C","0"
"267","M03C","0"
"268","M03C","0"
"269","M03C","0"
"270","M03C","0"
"271","M03C","0"
"272","M03C","0"
"273","M03C","0"
"274","M03C","0"
"275","M03C","0"
"276","M03C","0"
"277","M03C","0"
"278","M04A","0"
"279","M04A","0"
"280","M04A","0"
"281","M04A","0"
"282","M04A","0"
"283","M04A","0"
"284","M04A","0"
"285","M04A","0"
"286","M04A","0"
"287","M04A","0"
"1150","C72","0"
"288","M04A","0"
"289","M04A","0"
"290","M04A","0"
"291","M04A","0"
"292","M04A","0"
"293","M04A","0"
"294","M04A","0"
"295","M04A","0"
"296","M04A","0"
"297","M04A","0"
"298","M04A","0"
"299","M04A","0"
"300","M04A","0"
"301","M04A","0"
"302","M04A","0"
"303","M04A","0"
"304","M04A","0"
"305","M04A","0"
"306","M04A","0"
"307","M04A","0"
"308","M04A","0"
"309","M04A","0"
"310","M04A","0"
"311","M04A","0"
"312","M04A","0"
"313","M04A","0"
"314","M04A","0"
"315","M04A","0"
"316","M04A","0"
"317","M04A","0"
"318","M04A","0"
"319","M04A","0"
"320","M04A","0"
"321","M04A","0"
"322","M04A","0"
"323","M04A","0"
"324","M04A","0"
"325","M04A","0"
"326","M04A","0"
"327","M04A","0"
"328","M04A","0"
"329","M04A","0"
"330","M04A","0"
"331","M04A","0"
"332","M04A","0"
"333","M04A","0"
"334","M04A","0"
"335","M04A","0"
"336","M04A","0"
"337","M04A","0"
"338","M04A","0"
"339","M04A","0"
"340","M04A","0"
"341","M04A","0"
"342","M04A","0"
"343","M04A","0"
"344","M04A","0"
"345","M04B","0"
"346","M04B","0"
"347","M04B","0"
"348","M04B","0"
"1183","C95","0"
"349","M04B","0"
"350","M04B","0"
"351","M04B","0"
"352","M04B","0"
"353","M04B","0"
"354","M04B","0"
"355","M04B","0"
"356","M04B","0"
"357","M04B","0"
"358","M04B","0"
"359","M04B","0"
"360","M04B","0"
"361","M04B","0"
"362","M04B","0"
"363","M04B","0"
"364","M04B","0"
"365","M04B","0"
"366","M04B","0"
"367","M04B","0"
"368","M04B","0"
"369","M04B","0"
"370","M04B","0"
"371","M04B","0"
"372","M04B","0"
"373","M04B","0"
"374","M04B","0"
"375","M04B","0"
"376","M04B","0"
"377","M04B","0"
"378","M04B","0"
"379","M04B","0"
"380","M04B","0"
"381","M04B","0"
"382","M04B","0"
"383","M05A","0"
"384","M05A","0"
"385","M05A","0"
"386","M05A","0"
"387","M05A","0"
"388","M05B","0"
"389","M05B","0"
"390","M05B","0"
"391","M05B","0"
"392","M05A","0"
"393","M05B","0"
"394","M05B","0"
"395","M05A","0"
"396","M05A","0"
"397","M05A","0"
"398","M05A","0"
"399","M05B","0"
"400","M05B","0"
"401","M05A","0"
"402","M05A","0"
"403","M05B","0"
"404","M05A","0"
"405","M05A","0"
"406","M06A","0"
"407","M06A","0"
"408","M06A","0"
"409","M06A","0"
"1472","C71","0"
"1472","U170","0"
"1496","C84","0"
"1524","U150","0"
"1527","A70","0"
"1527","C93","0"
"1527","U176","0"
"410","M06A","0"
"411","M06A","0"
"412","M06A","0"
"413","M06A","0"
"414","M06A","0"
"415","M06A","0"
"416","M06A","0"
"417","M06A","0"
"418","M06A","0"
"419","M06A","0"
"420","M06A","0"
"421","M06B","0"
"422","M06B","0"
"423","M06B","0"
"424","M06B","0"
"425","M06B","0"
"426","M06B","0"
"427","M06B","0"
"428","M06B","0"
"429","M06B","0"
"430","M06B","0"
"431","M06B","0"
"432","M06B","0"
"433","M06B","0"
"434","M06B","0"
"435","M06B","0"
"436","M06B","0"
"437","M06B","0"
"438","M06B","0"
"439","M06B","0"
"440","M06B","0"
"441","M06B","0"
"442","M06B","0"
"443","M06B","0"
"444","M06B","0"
"445","M06B","0"
"446","M06B","0"
"447","M06B","0"
"448","M06B","0"
"449","M06B","0"
"450","M06B","0"
"451","M06B","0"
"452","M06B","0"
"453","M06B","0"
"454","M06B","0"
"455","M06B","0"
"456","M06B","0"
"457","M07A","0"
"458","M07A","0"
"459","M07A","0"
"460","M07A","0"
"461","M07A","0"
"462","M07A","0"
"463","M07A","0"
"464","M07A","0"
"465","M07A","0"
"466","M07A","0"
"467","M07A","0"
"468","M07A","0"
"1549","A69","0"
"1549","C86","0"
"1549","U172","0"
"1587","A71","0"
"1587","U169","0"
"1642","C73","0"
"1642","U154","0"
"1656","U158","0"
"1658","A63","0"
"1658","C77","0"
"1658","U163","0"
"1660","C80","0"
"1668","U180","0"
"1679","C89","0"
"1679","U174","0"
"1686","U160","0"
"1688","A62","0"
"1688","C81","0"
"1688","U155","0"
"469","M07A","0"
"470","M07A","0"
"471","M07A","0"
"472","M07A","0"
"473","M07A","0"
"474","M07A","0"
"475","M07A","0"
"476","M07A","0"
"477","M07A","0"
"478","M07A","0"
"479","M07A","0"
"480","M07A","0"
"481","M07A","0"
"482","M07A","0"
"483","M07A","0"
"484","M07A","0"
"485","M07B","0"
"486","M07A","0"
"487","M07A","0"
"488","M07A","0"
"489","M07A","0"
"490","M07A","0"
"491","M07B","0"
"492","M07A","0"
"493","M07A","0"
"494","M07A","0"
"495","M07A","0"
"496","M07B","0"
"497","M07A","0"
"498","M07A","0"
"499","M07B","0"
"500","M07A","0"
"501","M07B","0"
"502","M07A","0"
"503","M07A","0"
"504","M07A","0"
"505","M07A","0"
"506","M07A","0"
"507","M07B","0"
"508","M07A","0"
"509","M07A","0"
"510","M07A","0"
"511","M07A","0"
"512","M07B","0"
"513","M07A","0"
"514","M07A","0"
"515","M07B","0"
"516","M07B","0"
"517","M07B","0"
"518","M08A","0"
"519","M08A","0"
"520","M08A","0"
"521","M08A","0"
"522","M08A","0"
"523","M08A","0"
"1743","U157","0"
"1802","A66","0"
"1802","C83","0"
"1802","U167","0"
"1809","U161","0"
"1810","U181","0"
"1813","C76","0"
"1813","U159","0"
"1827","C96","0"
"1830","A60","0"
"1830","C87","0"
"1830","C92","0"
"1830","U175","0"
"1832","C74","0"
"1843","C82","0"
"1843","U178","0"
"1906","C91","0"
"1945","A27","0"
"1945","C27","0"
"1945","U50","0"
"524","M08A","0"
"525","M08A","0"
"526","M08A","0"
"527","M08A","0"
"528","M08A","0"
"529","M08B","0"
"530","M08A","0"
"531","M08A","0"
"532","M08B","0"
"533","M08B","0"
"534","M08A","0"
"535","M08B","0"
"536","M08B","0"
"537","M08A","0"
"538","M08A","0"
"539","M08A","0"
"540","M08A","0"
"541","M08B","0"
"542","M08A","0"
"543","M08B","0"
"544","M08B","0"
"545","M08B","0"
"546","M08A","0"
"547","M08B","0"
"548","M08A","0"
"549","M08A","0"
"550","M08B","0"
"551","M08A","0"
"552","M08A","0"
"553","M08A","0"
"554","M08A","0"
"555","M08B","0"
"556","M08A","0"
"557","M08A","0"
"558","M08B","0"
"559","M08B","0"
"560","M08A","0"
"561","M08A","0"
"562","M08B","0"
"563","M08B","0"
"564","M08A","0"
"565","M08A","0"
"566","M08A","0"
"567","M08A","0"
"568","M08A","0"
"569","M08A","0"
"570","M08B","0"
"571","M08A","0"
"572","M08B","0"
"573","M08A","0"
"574","M08A","0"
"575","M08A","0"
"576","M08A","0"
"577","M08A","0"
"578","M08A","0"
"579","M08A","0"
"580","M08A","0"
"581","M08B","0"
"582","M08A","0"
"1959","C01","0"
"1959","U01","0"
"1963","A22","0"
"1963","C06","0"
"1963","NW03","0"
"1963","U44","0"
"1964","NW03","0"
"1965","NW01","0"
"1965","U25","0"
"1966","NW01","0"
"1967","NW02","0"
"1968","NW02","0"
"1969","NW01","0"
"1970","NW01","0"
"1971","NW01","0"
"1972","NW02","0"
"1973","NW01","0"
"1974","NW01","0"
"1975","NW02","0"
"1976","NW03","0"
"1977","NW02","0"
"1978","NW03","0"
"1979","NW03","0"
"1980","NW05","0"
"1981","NW01","0"
"1982","NW01","0"
"1983","NW02","0"
"1984","NW02","0"
"1985","NW03","0"
"1986","NW02","0"
"1987","NW01","0"
"1988","NW02","0"
"1989","NW01","0"
"1990","NW01","0"
"1991","NW01","0"
"1992","NW04","0"
"1993","NW01","0"
"1994","NW05","0"
"1995","NW02","0"
"1996","NW01","0"
"1997","NW03","0"
"1998","NW01","0"
"1999","NW04","0"
"2000","NW03","0"
"2001","NW02","0"
"2002","NW03","0"
"2003","NW05","0"
"2004","NW04","0"
"2005","NW04","0"
"2006","NW05","0"
"2007","NW04","0"
"2008","NW04","0"
"2009","NW05","0"
"2010","NW05","0"
"2011","NW01","0"
"2012","NW05","0"
"2013","NW01","0"
"2014","NW05","0"
"2015","NW03","0"
"2016","NW05","0"
"2017","NW05","0"
"2018","NW04","0"
"2019","NW04","0"
"2020","NW05","0"
"2021","NW05","0"
"2022","NW01","0"
"2023","NW05","0"
"2024","NW04","0"
"2025","NW01","0"
"2026","NW04","0"
"2027","NW03","0"
"2028","NW01","0"
"2029","NW01","0"
"2030","NW03","0"
"2031","NW01","0"
"2032","NW03","0"
"2033","NW04","0"
"2034","NW05","0"
"2035","NW03","0"
"2036","NW01","0"
"2037","NW04","0"
"2038","NW05","0"
"2041","C20","0"
"2041","U40","0"
"2043","NW06","0"
"2053","NW06","0"
"2054","NW06","0"
"2055","NW06","0"
"2056","NW09","0"
"2057","NW06","0"
"583","M08A","0"
"584","M08B","0"
"585","M08A","0"
"586","M08B","0"
"587","M08B","0"
"588","M08B","0"
"589","M08A","0"
"590","M08A","0"
"591","M08A","0"
"592","M08B","0"
"593","M08B","0"
"594","M08B","0"
"595","M08B","0"
"596","M08B","0"
"597","M08B","0"
"598","M08B","0"
"599","M08B","0"
"600","M08A","0"
"601","M08A","0"
"602","M08B","0"
"603","M08B","0"
"604","M08B","0"
"605","M08B","0"
"606","M08B","0"
"607","M08B","0"
"608","M08B","0"
"609","M08A","0"
"610","M09A","0"
"611","M09A","0"
"612","M09A","0"
"613","M09A","0"
"614","M09A","0"
"615","M09A","0"
"616","M09A","0"
"617","M09A","0"
"618","M09A","0"
"619","M09A","0"
"620","M09A","0"
"621","M09B","0"
"622","M09B","0"
"623","M09B","0"
"624","M09B","0"
"625","M09B","0"
"626","M09B","0"
"627","M09B","0"
"628","M09B","0"
"629","M09B","0"
"630","M09B","0"
"631","M09B","0"
"632","M09B","0"
"633","M09B","0"
"634","M09B","0"
"635","M09B","0"
"636","M09B","0"
"637","M09B","0"
"638","M09B","0"
"639","M09B","0"
"640","M09B","0"
"641","M09B","0"
"642","M09B","0"
"2058","NW09","0"
"2059","NW06","0"
"2060","NW09","0"
"2061","NW06","0"
"2062","NW09","0"
"2063","NW06","0"
"2064","NW09","0"
"2065","NW06","0"
"2066","NW06","0"
"2067","NW06","0"
"2068","NW05","0"
"2069","NW05","0"
"2070","NW06","0"
"2071","NW06","0"
"2072","NW09","0"
"2073","NW09","0"
"2074","NW09","0"
"2075","NW05","0"
"2076","NW06","0"
"2077","NW06","0"
"2078","NW09","0"
"2079","NW06","0"
"2080","NW09","0"
"2081","NW06","0"
"2082","NW06","0"
"2083","C34","0"
"2083","NW08","0"
"2084","NW08","0"
"2085","NW08","0"
"2086","NW08","0"
"2087","A08","0"
"2087","NW07","0"
"2088","NW07","0"
"2089","C13","0"
"2089","C37","0"
"2089","NW07","0"
"2089","U30","0"
"2090","NW07","0"
"2091","NW08","0"
"2092","NW07","0"
"2093","NW07","0"
"2094","NW07","0"
"2095","NW07","0"
"2096","NW08","0"
"2097","NW07","0"
"2098","NW08","0"
"2099","NW08","0"
"2100","NW07","0"
"2101","NW07","0"
"2102","NW07","0"
"2103","NW07","0"
"2104","NW08","0"
"2105","NW07","0"
"2106","NW07","0"
"2107","NW07","0"
"2108","NW08","0"
"2109","NW07","0"
"2110","NW07","0"
"2111","NW07","0"
"2112","NW08","0"
"2113","NW07","0"
"2114","NW07","0"
"2115","NW07","0"
"2116","NW08","0"
"2117","NW07","0"
"2118","NW08","0"
"2119","NW08","0"
"2120","NW07","0"
"2121","NW07","0"
"2122","NW08","0"
"2123","NW07","0"
"2124","NW07","0"
"2125","NW07","0"
"2126","NW07","0"
"2127","NW08","0"
"2128","NW07","0"
"2129","NW08","0"
"2130","NW07","0"
"2131","NW07","0"
"2132","NW07","0"
"2133","NW07","0"
"2135","NW07","0"
"2137","NW10","0"
"2138","NW10","0"
"2139","NW10","0"
"2140","NW10","0"
"2141","NW10","0"
"2142","NW10","0"
"2143","NW10","0"
"2144","NW10","0"
"2145","NW10","0"
"2146","NW10","0"
"2147","NW10","0"
"2148","NW10","0"
"2149","NW10","0"
"2150","NW10","0"
"2151","NW10","0"
"2152","NW10","0"
"2153","NW10","0"
"643","M09B","0"
"644","M09B","0"
"645","M09B","0"
"646","M09B","0"
"647","M09B","0"
"648","M09B","0"
"649","M09B","0"
"650","M09B","0"
"651","M09B","0"
"652","M09B","0"
"653","M09B","0"
"654","M09B","0"
"655","M09B","0"
"656","M09B","0"
"657","M09B","0"
"658","M09C","0"
"659","M09C","0"
"660","M09C","0"
"661","M09C","0"
"662","M09C","0"
"663","M09C","0"
"664","M09C","0"
"665","M09C","0"
"666","M09C","0"
"667","M09C","0"
"668","M09C","0"
"669","M09C","0"
"670","M09C","0"
"671","M09C","0"
"672","M09C","0"
"673","M09C","0"
"674","M09C","0"
"675","M09C","0"
"676","M09C","0"
"677","M09C","0"
"678","M09C","0"
"679","M09C","0"
"680","M09C","0"
"681","M09C","0"
"682","M09C","0"
"2924","M04B","0"
"2925","M01C","0"
"2932","M01A","0"
"2933","M01A","0"
"2934","M01A","0"
"2935","M01A","0"
"2936","M01A","0"
"2937","M01A","0"
"2938","M01A","0"
"2939","M01A","0"
"2940","M01A","0"
"2941","M01B","0"
"2942","M01C","0"
"2943","M01C","0"
"2944","M01C","0"
"2945","M01C","0"
"2946","M01C","0"
"2947","M01C","0"
"2948","M01C","0"
"2949","M01C","0"
"2950","M01D","0"
"2154","NW10","0"
"2155","NW10","0"
"2156","NW10","0"
"2157","NW10","0"
"2158","NW10","0"
"2159","NW10","0"
"2160","NW10","0"
"2161","C08","0"
"2161","NW11P","0"
"2161","U22","0"
"2162","NW11P","0"
"2163","NW11P","0"
"2164","NW11P","0"
"2165","NW11P","0"
"2166","NW11P","0"
"2167","NW11P","0"
"2169","NW11P","0"
"2173","NW10","0"
"2177","NW11P","0"
"2178","C44","0"
"2178","NW11R","0"
"2179","NW11R","0"
"2180","NW11R","0"
"2181","NW11R","0"
"2184","NW11R","0"
"2185","NW11R","0"
"2189","NW11E","0"
"2190","NW11E","0"
"2203","NW11E","0"
"2204","NW11E","0"
"2205","NW11P","0"
"2206","NW11E","0"
"2207","NW11P","0"
"2208","C43","0"
"2208","U85","0"
"2209","NW11E","0"
"2210","NW11E","0"
"2226","A41","0"
"2226","C04","0"
"2226","NW13","0"
"2226","U90","0"
"2227","NW13","0"
"2228","NW13","0"
"2229","NW12","0"
"2230","NW13","0"
"2231","NW12","0"
"2232","NW13","0"
"2233","NW13","0"
"2234","NW13","0"
"2235","NW13","0"
"2236","NW13","0"
"2237","NW13","0"
"2238","NW13","0"
"2239","NW12","0"
"2240","NW13","0"
"2241","NW12","0"
"2242","A24","0"
"2242","C24","0"
"2242","NW12","0"
"2242","U48","0"
"2243","NW12","0"
"2244","NW12","0"
"2245","A21","0"
"2245","C36","0"
"2245","NW12","0"
"2245","U69","0"
"2246","NW13","0"
"2247","NW12","0"
"2248","NW13","0"
"2249","NW13","0"
"2250","NW12","0"
"2251","NW12","0"
"2252","NW13","0"
"2253","NW12","0"
"2254","NW12","0"
"2255","NW13","0"
"2256","NW13","0"
"2257","NW13","0"
"2258","NW13","0"
"2259","NW13","0"
"2260","NW13","0"
"2261","NW13","0"
"2951","M01D","0"
"2952","M01D","0"
"2953","M01D","0"
"2954","M01D","0"
"2955","M01D","0"
"2956","M01D","0"
"2957","M01D","0"
"2958","M01D","0"
"2959","M01D","0"
"2960","M01D","0"
"2961","M01D","0"
"2962","M02A","0"
"2963","M02A","0"
"2964","M02A","0"
"2965","M02A","0"
"2966","M02A","0"
"2967","M02A","0"
"2968","M02A","0"
"2969","M02A","0"
"2970","M02A","0"
"2971","M02A","0"
"2972","M02A","0"
"2973","M02A","0"
"2974","M02A","0"
"2975","M02A","0"
"2976","M02A","0"
"2977","M02B","0"
"2978","M02B","0"
"2979","M02B","0"
"2980","M02B","0"
"2981","M02B","0"
"2982","M02B","0"
"2983","M02B","0"
"2984","M02B","0"
"2985","M02B","0"
"2986","M02B","0"
"2987","M02B","0"
"2988","M03A","0"
"2989","M03A","0"
"2990","M03B","0"
"2991","M03B","0"
"2992","M03B","0"
"2993","M03B","0"
"2994","M03B","0"
"2995","M03B","0"
"2996","M03B","0"
"2997","M03B","0"
"2998","M03B","0"
"2999","M03B","0"
"3000","M03C","0"
"3001","M03C","0"
"3002","M03C","0"
"3003","M03C","0"
"3004","M03C","0"
"3005","M03C","0"
"3006","M03C","0"
"3007","M03C","0"
"3008","M03C","0"
"3009","M04A","0"
"3010","M04A","0"
"3011","M04A","0"
"3012","M04A","0"
"2262","NW12","0"
"2263","NW12","0"
"2264","NW13","0"
"2265","NW13","0"
"2266","NW12","0"
"2268","NW12","0"
"2269","NW12","0"
"2274","NW12","0"
"2275","NW12","0"
"2276","NW12","0"
"2280","U117","0"
"2288","A51","0"
"2288","C21","0"
"2288","U70","0"
"2289","U08","0"
"2298","U72","0"
"2299","U21","0"
"2302","A38","0"
"2302","C40","0"
"2302","NE08","0"
"2302","U80","0"
"2303","NE08","0"
"1846","C91","0"
"2304","NE08","0"
"2305","NE08","0"
"2306","NE08","0"
"2307","NE08","0"
"2308","NE08","0"
"2309","NE08","0"
"2310","NE08","0"
"2312","NE08","0"
"2314","NE08","0"
"2319","NE01","0"
"2320","NE01","0"
"2321","NE01","0"
"2322","NE01","0"
"2323","NE01","0"
"2324","NE01","0"
"2325","NE01","0"
"2326","NE01","0"
"2327","NE01","0"
"2328","NE01","0"
"2329","NE01","0"
"2330","NE01","0"
"2331","NE01","0"
"2332","NE01","0"
"2333","NE01","0"
"2334","NE01","0"
"2335","NE01","0"
"2336","NE01","0"
"2337","NE01","0"
"2338","NE01","0"
"2339","NE01","0"
"2340","NE01","0"
"2341","NE01","0"
"2342","NE01","0"
"2343","NE01","0"
"2344","NE01","0"
"2345","NE02","0"
"2346","NE01","0"
"2347","NE01","0"
"2348","NE01","0"
"2349","NE01","0"
"2350","NE01","0"
"2351","NE01","0"
"2352","NE01","0"
"2353","NE01","0"
"2354","NE01","0"
"2355","NE02","0"
"2356","NE02","0"
"2357","NE07","0"
"2358","NE02","0"
"2359","A10","0"
"2359","C12","0"
"2359","NE05","0"
"2359","U28","0"
"2360","NE05","0"
"2361","NE05","0"
"2362","NE05","0"
"2363","NE05","0"
"2364","NE05","0"
"2365","NE05","0"
"2366","NE05","0"
"2367","NE03","0"
"2368","NE03","0"
"2369","NE05","0"
"3013","M04B","0"
"3014","M04B","0"
"3015","M04B","0"
"3016","M04B","0"
"3017","M04B","0"
"3018","M04B","0"
"3019","M04B","0"
"3020","M04B","0"
"3021","M04B","0"
"3022","M05B","0"
"3023","M05B","0"
"3024","M05B","0"
"3025","M05B","0"
"3026","M05A","0"
"3027","M05A","0"
"3028","M05B","0"
"3029","M05B","0"
"3030","M05A","0"
"3031","M05B","0"
"3032","M05B","0"
"3033","M05B","0"
"3034","M05A","0"
"3035","M05A","0"
"3036","M05A","0"
"3037","M06A","0"
"3038","M06A","0"
"3039","M06A","0"
"3040","M06A","0"
"3041","M06A","0"
"3042","M06A","0"
"3043","M06A","0"
"3044","M06A","0"
"3045","M06A","0"
"3046","M06A","0"
"3047","M06A","0"
"3048","M06A","0"
"3049","M06A","0"
"3050","M06A","0"
"3051","M06A","0"
"3052","M06A","0"
"3053","M06A","0"
"3054","M06A","0"
"3055","M06A","0"
"3056","M06A","0"
"3057","M06A","0"
"3058","M06A","0"
"3059","M06A","0"
"3060","M06A","0"
"3061","M06A","0"
"3062","M06A","0"
"3063","M06A","0"
"3064","M06A","0"
"3065","M06A","0"
"3066","M06A","0"
"3067","M06B","0"
"3068","M06B","0"
"3069","M06B","0"
"3070","M06B","0"
"2370","NE05","0"
"2371","NE05","0"
"2372","NE02","0"
"2373","NE03","0"
"2374","NE02","0"
"2375","NE03","0"
"2376","NE05","0"
"2377","NE03","0"
"2378","NE03","0"
"2379","NE03","0"
"2380","NE05","0"
"2381","NE03","0"
"2382","NE05","0"
"2383","NE03","0"
"2384","NE03","0"
"2385","NE03","0"
"2386","NE02","0"
"2387","NE03","0"
"2388","NE05","0"
"2389","NE05","0"
"2390","NE03","0"
"2391","NE05","0"
"2392","NE05","0"
"2393","NE02","0"
"2394","NE02","0"
"2395","NE02","0"
"2396","NE04","0"
"2397","NE05","0"
"2398","NE02","0"
"2399","NE03","0"
"2400","NE02","0"
"2401","NE03","0"
"2402","NE05","0"
"2403","NE05","0"
"2404","NE02","0"
"2405","NE02","0"
"2406","NE04","0"
"2407","NE04","0"
"2408","NE05","0"
"2409","NE03","0"
"2410","NE04","0"
"2411","NE02","0"
"2412","NE04","0"
"2413","NE04","0"
"2414","NE05","0"
"2415","NE02","0"
"2416","NE03","0"
"2417","NE04","0"
"2418","NE02","0"
"2419","NE05","0"
"2420","NE02","0"
"2421","NE05","0"
"2422","NE05","0"
"2423","NE04","0"
"2424","NE03","0"
"2425","NE03","0"
"2426","NE05","0"
"2427","NE03","0"
"2428","NE05","0"
"2429","NE05","0"
"2430","NE04","0"
"2431","NE05","0"
"2432","NE02","0"
"2433","NE05","0"
"2434","NE02","0"
"2435","NE04","0"
"2436","NE02","0"
"2437","NE05","0"
"2438","NE03","0"
"2439","NE03","0"
"2440","NE03","0"
"2441","NE03","0"
"2442","NE02","0"
"2443","NE02","0"
"2444","NE02","0"
"2445","NE03","0"
"2446","NE05","0"
"2447","NE05","0"
"2448","NE05","0"
"2449","NE03","0"
"2450","NE03","0"
"2451","NE03","0"
"2452","NE03","0"
"2453","NE05","0"
"2454","NE05","0"
"2455","NE04","0"
"2456","NE05","0"
"2457","NE03","0"
"2458","NE04","0"
"2459","NE03","0"
"2460","NE02","0"
"2461","NE02","0"
"2462","NE03","0"
"2463","NE04","0"
"2464","NE02","0"
"4609","M07A","0"
"4610","M07A","0"
"4611","M07B","0"
"4612","M07B","0"
"4613","M07B","0"
"3320","NE03","0"
"3321","NE05","0"
"3322","NE01","0"
"3323","NE05","0"
"3324","NE07","0"
"3325","NE07","0"
"3326","NE07","0"
"3327","NE07","0"
"3328","NE07","0"
"3329","NE07","0"
"3330","NE07","0"
"3331","NE07","0"
"3332","NE07","0"
"3333","NE05","0"
"3334","NE05","0"
"3335","NE05","0"
"3341","NW05","0"
"3342","NW05","0"
"3343","NW05","0"
"3344","NW01","0"
"3345","NW01","0"
"3346","NW05","0"
"3347","NW01","0"
"3348","NW01","0"
"3349","NW01","0"
"3350","NW01","0"
"3351","NW05","0"
"3352","NW04","0"
"3359","NW09","0"
"3360","NW06","0"
"3361","NW09","0"
"3362","NW05","0"
"3363","NW09","0"
"3364","NW05","0"
"3365","NW05","0"
"3366","NW05","0"
"3367","NW06","0"
"3368","NW06","0"
"3369","NW06","0"
"4614","M07B","0"
"4615","M07B","0"
"4616","M07B","0"
"4617","M07B","0"
"4618","M07B","0"
"4619","M07B","0"
"4620","M07B","0"
"4621","M08A","0"
"4622","M08A","0"
"4623","M08A","0"
"4624","M08B","0"
"4625","M08B","0"
"4626","M09A","0"
"4627","M09A","0"
"4628","M09A","0"
"4629","M09A","0"
"4630","M09A","0"
"4631","M09A","0"
"4632","M09A","0"
"4633","M09A","0"
"4634","M09B","0"
"4635","M09B","0"
"4636","M09B","0"
